StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q5,Q55,Q6#1_1,Q6#2_1,Q7#1_1,Q7#2_1,Q8,Q9,Q10,Q11,Q11_7_TEXT,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20#1_1,Q20#2_1,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q31_4_TEXT,Q33,Q33_7_TEXT,Q34,Q35,Q54,Q31_4_TEXT - Parent Topics,Q31_4_TEXT - Sentiment Polarity,Q31_4_TEXT - Sentiment Score,Q31_4_TEXT - Sentiment,Q31_4_TEXT - Topic Sentiment Label,Q31_4_TEXT - Topic Sentiment Score,Q31_4_TEXT - Topics
11/26/2019 07:08:33,11/26/2019 07:08:41,IP Address,35.3.31.54,100,7,True,11/26/2019 07:08:42,R_337mgeDVc7U1vih,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:09:40,11/26/2019 07:09:50,IP Address,67.194.180.130,100,9,True,11/26/2019 07:09:51,R_1PYm4LkxtRLLYmS,,,,,42.2776031494141,-83.7408981323242,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:04:29,11/26/2019 07:09:53,IP Address,35.1.157.9,100,324,True,11/26/2019 07:09:54,R_Oy7ZHgd0aCPyJfH,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.27581822883457,-83.72680124726867",850,2,November,2018,August,2019,August,August,CMB apartments,"Water,Electricity,Wifi,Heat,Parking",,I'm not sure,Yes,Yes,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,,Once or twice a semester,Never,Agree,Agree,Agree,Strongly Agree,,,,,8,No,,Disagree,Somewhat agree,Strongly Agree,20,Undergraduate,Sophomore,Business,East Asian,No,Female,,Heterosexual,,"Less than $49,000",I am fully financially dependent on other(s),cryhwang,,,,,,,
11/26/2019 07:05:34,11/26/2019 07:10:32,IP Address,35.3.116.208,100,298,True,11/26/2019 07:10:33,R_pxEWcKpHa81LYR3,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.28578413648583,-83.7495356508789",1200,0,May,2019,June,2019,May,April,Cabrio Properties,"Water,Other",Gas,Definitely not,Yes,Maybe,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,,Once or twice a month,Once or twice a semester,Strongly disagree,Agree,Neutral,Neutral,,,,,4,No,,Disagree,Neutral,Neutral,26,Graduate,,Architecture & Urban Planning,White,No,Female,,Heterosexual,,"$100,000 to $149,999",I am mostly financially independent (I am responsible for more than 50% of my finances),mefinley,,,,,,,
11/26/2019 07:07:03,11/26/2019 07:11:52,IP Address,35.1.182.72,100,288,True,11/26/2019 07:11:53,R_1ghidEOOUz77O2n,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.28494279062912,-83.73925742593383",800,1,May,2018,August,2018,July,August,Wickfield Properites,"Water,Heat",,Definitely yes,Yes,Yes,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Once or twice a semester,Once or twice a semester,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,September,,9,No,,Somewhat agree,Strongly Agree,Somewhat agree,23,Graduate,,Public Health,White,No,Female,,Heterosexual,,"$200,000 or more",I am fully financially independent,hochsted,,,,,,,
11/26/2019 07:04:35,11/26/2019 07:11:58,IP Address,68.56.148.10,100,442,True,11/26/2019 07:11:59,R_vVJVTAbxZ80MkZb,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.27904313250485,-83.74309030261611",970,0,January,2019,August,2019,August,August,Wilson White Company,"Water,Heat",,Definitely not,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,Once or twice a month,Once or twice a semester,Disagree,Strongly Agree,,Strongly Agree,,,,,8,No,,Disagree,Strongly Agree,Somewhat agree,19,Undergraduate,Junior,LSA,East Asian,No,Male,,Queer,,"$200,000 or more",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),dyshan,,,,,,,
11/26/2019 07:08:02,11/26/2019 07:12:36,IP Address,35.1.88.255,100,274,True,11/26/2019 07:12:37,R_VIsEO8piNXuiLPr,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.27230537674919,-83.75041541543578",610,5,October,2017,September,2018,September,August,Michigan Rental,"Laundry,Parking",,Definitely not,Yes,Yes,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Some of them,Once or twice every other month,Once or twice a semester,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,October,2019,7,Yes,Neither comfortable nor uncomfortable,Strongly disagree,Neutral,Strongly Agree,20,Undergraduate,Junior,Kinesiology,White,No,Female,,Heterosexual,,"Less than $49,000",I am mostly financially independent (I am responsible for more than 50% of my finances),lalondel,,,,,,,
11/26/2019 07:12:27,11/26/2019 07:12:37,IP Address,35.1.228.119,100,10,True,11/26/2019 07:12:38,R_5njCCplTuFdSHE5,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:14:21,11/26/2019 07:14:33,IP Address,35.2.235.27,100,11,True,11/26/2019 07:14:33,R_239msvNa8dSimX6,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:06:23,11/26/2019 07:14:36,IP Address,174.230.21.135,100,492,True,11/26/2019 07:14:36,R_1F9Z24RSakJAHdZ,,,,,42.8058929443359,-83.9729995727539,anonymous,EN,Yes,"42.249622332877536,-83.61043247760063",450,3,September,2018,September,2018,September,September,Independant,"Laundry,Parking",,Definitely yes,No,No,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Once or twice every other month,Never,Agree,,Disagree,Neutral,,,,,5,Yes,Neither comfortable nor uncomfortable,Strongly disagree,Strongly Agree,Strongly Agree,26,Undergraduate,Junior,LSA,White,No,Female,,Gay/Lesbian,,"Less than $49,000",I am fully financially independent,awatroba,,,,,,,
11/26/2019 07:15:21,11/26/2019 07:15:28,IP Address,35.1.133.195,100,7,True,11/26/2019 07:15:29,R_AbvU8MdNEiGcoLv,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:10:50,11/26/2019 07:16:37,IP Address,68.41.54.140,100,347,True,11/26/2019 07:16:38,R_1FFxXtfiOWpEe1R,,,,,42.1699981689453,-83.7818984985352,anonymous,EN,Yes,"42.27125743719477,-83.7256532618103",0,24,April,2018,September,2018,September,May,Telluride Association Program Manager,"Water,Electricity,Wifi,Heat,Laundry,Parking",,Definitely not,No,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of them,Once or twice a month,Once or twice a semester,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,,,April,2019,8,No,,Somewhat agree,Somewhat agree,Somewhat agree,26,Graduate,,Engineering,White,No,Female,,Heterosexual,,"$50,000 to $74,999",I am fully financially independent,mjcoul,,,,,,,
11/26/2019 07:11:13,11/26/2019 07:16:55,IP Address,99.19.70.182,100,342,True,11/26/2019 07:16:57,R_2qjXJL8f7fKY6d0,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.29068911785366,-83.73262700524901",627.5,1,April,2018,August,2018,August,July,Island drive apartments,"Water,Heat,Parking",,Definitely not,Yes,No,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,,Strongly disagree,,Once or twice a semester,Never,Strongly Agree,Strongly Agree,,Strongly disagree,,,,,3,Yes,Yes,Neutral,Neutral,Somewhat agree,21,Undergraduate,Senior,Engineering,White,No,Male,,Heterosexual,,"$100,000 to $149,999",I am mostly financially independent (I am responsible for more than 50% of my finances),Mitcoon ,,,,,,,
11/26/2019 07:14:10,11/26/2019 07:17:08,IP Address,35.2.118.99,100,178,True,11/26/2019 07:17:09,R_10DA5PjTqp6tgFw,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.288943051761855,-83.73447236505126",700,1,April,2018,August,2018,August,July,McKinley,Parking,,Definitely not,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Once or twice a month,Never,Agree,,,Strongly Agree,,,,,9,No,,Somewhat agree,Somewhat agree,Neutral,23,Graduate,,Public Health,White,No,Female,,Heterosexual,,"$200,000 or more",I am mostly financially independent (I am responsible for more than 50% of my finances),abicoll,,,,,,,
11/26/2019 07:11:31,11/26/2019 07:17:12,IP Address,35.1.231.36,100,340,True,11/26/2019 07:17:12,R_1oBJub6oETCmPDs,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.29913304530293,-83.72885045495605",700,1,June,2019,July,2019,July,July,McKinley,Parking,,Definitely not,Yes,Yes,Strongly disagree,Agree,Disagree,Strongly Agree,Strongly Agree,,Strongly Agree,None of them,Once or twice every other month,Never,Strongly Agree,Strongly Agree,,Strongly Agree,,,,,8,No,,Strongly disagree,Neutral,Strongly Agree,22,Graduate,,Public Health,White,No,Female,,Heterosexual,,"Less than $49,000",I am fully financially independent,conwayo,,,,,,,
11/26/2019 07:13:19,11/26/2019 07:17:33,IP Address,68.42.71.118,100,254,True,11/26/2019 07:17:34,R_3lEPJ67piAKKcE8,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.273861376066236,-83.74511537042235",533,1,November,2017,September,2018,September,August,Prime Student Housing,Parking,,Definitely yes,Yes,Maybe,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Some of them,Once or twice every other month,Once or twice a semester,Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,,,6,No,,Strongly Agree,Somewhat agree,Disagree,20,Undergraduate,Junior,LSA,White,No,Female,,Heterosexual,,"$100,000 to $149,999",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),aweg,,,,,,,
11/26/2019 07:18:44,11/26/2019 07:18:52,IP Address,141.211.82.39,100,8,True,11/26/2019 07:18:54,R_1DYIhUJkw6eA6Tr,,,,,42.2776031494141,-83.7408981323242,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:18:55,11/26/2019 07:19:01,IP Address,35.1.36.166,100,5,True,11/26/2019 07:19:02,R_r8W1Gp6q5b9Yg2l,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:16:51,11/26/2019 07:19:46,IP Address,68.43.117.30,100,175,True,11/26/2019 07:19:47,R_1QDGVKT6CXZ0uub,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,Yes,"42.27066994830802,-83.73848494973754",750,1,November,2018,August,2019,August,August,Michigan commercial realty ,"Water,Heat,Parking",,Definitely yes,Yes,Yes,Strongly Agree,Agree,Agree,Neutral,Neutral,,Neutral,,Once or twice every other month,Never,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,September,2019,7,No,,Disagree,Strongly Agree,Strongly Agree,21,Undergraduate,Senior,Business,White,No,Male,,Heterosexual,,"$50,000 to $74,999",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),rickertj ,,,,,,,
11/26/2019 07:19:48,11/26/2019 07:20:05,IP Address,67.194.4.146,100,16,True,11/26/2019 07:20:05,R_3FWl3GmB2anAeCh,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:12:39,11/26/2019 07:21:01,IP Address,206.121.37.170,100,502,True,11/26/2019 07:21:01,R_1gvllyGU7e3xEeM,,,,,42.4261016845703,-83.2514038085938,anonymous,EN,Yes,"42.27119392514665,-83.733163447052",825,1,January,2019,August,2019,August,August,Varsity Management,"Water,Heat,Parking",,Definitely yes,Yes,Maybe,Disagree,Agree,Neutral,Disagree,Agree,Strongly disagree,Agree,,Once or twice a month,Once or twice a semester,Agree,Disagree,,Agree,,,,,6,No,,Disagree,Strongly Agree,Strongly Agree,22,Undergraduate,Senior,Art & Design,White,Yes,Female,,Bisexual,,"$150,000 to $199,999",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),gpascual,,,,,,,
11/26/2019 07:12:58,11/26/2019 07:21:03,IP Address,73.145.164.173,100,484,True,11/26/2019 07:21:03,R_SK58DERcTGvbZhT,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.28538727663233,-83.7469607302246",1250,0,April,2018,July,2018,July,June,Baker Street,"Water,Parking",,Definitely yes,Yes,Yes,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Once or twice every other month,Once or twice a semester,Strongly Agree,,,Disagree,,,,,8,No,,Strongly disagree,Strongly Agree,Strongly Agree,32,Graduate,,Information,White,No,Female,,Heterosexual,,"$200,000 or more",I am fully financially independent,chelgese,,,,,,,
11/26/2019 07:16:54,11/26/2019 07:21:50,IP Address,73.145.162.15,100,295,True,11/26/2019 07:21:51,R_uqsSYm8Svx7Uvn3,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.284609424069,-83.74013719049071",850,1,October,2018,September,2019,September,September,Allmand Properties,"Water,Heat,Parking",,Definitely yes,Yes,Yes,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Some of them,Once or twice every other month,Never,Strongly Agree,Agree,,Strongly Agree,,,,,8,I'm not sure,,Somewhat agree,Somewhat agree,Disagree,31,Graduate,,Business,White,No,Female,,Heterosexual,,"$100,000 to $149,999",I am fully financially independent,No thanks,,,,,,,
11/26/2019 07:22:00,11/26/2019 07:22:06,IP Address,104.241.44.121,100,5,True,11/26/2019 07:22:06,R_3D2AejANbNPW1kF,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:14:27,11/26/2019 07:22:28,IP Address,68.37.32.143,100,480,True,11/26/2019 07:22:29,R_3GDOcLmup3NqO80,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.273623215395375,-83.74453601327514",825,2,October,2017,September,2018,September,August,Tree City Properties,Parking,,Definitely yes,Yes,No,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,,Once or twice every other month,Once or twice a semester,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,September,,2,No,,Disagree,Neutral,Somewhat agree,21,Undergraduate,Senior,LSA,White,No,Female,,Bisexual,,"$75,000 to $99,999",I am mostly financially independent (I am responsible for more than 50% of my finances),huhmanem,,,,,,,
11/26/2019 07:22:47,11/26/2019 07:22:53,IP Address,68.48.243.114,100,6,True,11/26/2019 07:22:54,R_1i3WT14W2NTkM01,,,,,42.1699981689453,-83.7818984985352,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:25:17,11/26/2019 07:25:28,IP Address,68.58.243.15,100,10,True,11/26/2019 07:25:29,R_3qfjTIAJjpUgkUq,,,,,42.2196044921875,-83.6045989990234,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:17:56,11/26/2019 07:25:59,IP Address,174.230.130.186,100,482,True,11/26/2019 07:26:00,R_12o7RRlIQaITBlA,,,,,42.5870056152344,-83.2333984375,anonymous,EN,Yes,"42.252232718154254,-83.75123080697631",650,1,August,2018,August,2018,August,August,Great,"Water,Laundry,Parking",,Definitely yes,Yes,Yes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Once or twice a semester,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,August,2019,10,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,26,Graduate,,Public Health,White,No,Female,,Gay/Lesbian,,"$100,000 to $149,999",I am fully financially independent,Natgeorg,,,,,,,
11/26/2019 07:26:13,11/26/2019 07:26:24,IP Address,35.2.90.35,100,11,True,11/26/2019 07:26:25,R_2XhBBo0pmrn2PbM,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:28:06,11/26/2019 07:28:15,IP Address,212.103.48.131,100,8,True,11/26/2019 07:28:15,R_Ahucb8zl2dVK4s9,,,,,40.7156982421875,-74,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:28:33,11/26/2019 07:28:41,IP Address,50.237.31.162,100,8,True,11/26/2019 07:28:42,R_W3etHjQKdfaIrT3,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:29:39,11/26/2019 07:30:06,IP Address,35.1.76.221,100,27,True,11/26/2019 07:30:07,R_12KmvhhHa1yD2zP,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:32:04,11/26/2019 07:32:10,IP Address,35.2.152.50,100,5,True,11/26/2019 07:32:11,R_eKIvt2O9A9xB1p7,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 07:27:27,11/26/2019 07:33:16,IP Address,5.181.234.100,100,348,True,11/26/2019 07:33:17,R_2foZhabDFS553li,,,,,40.7156982421875,-74,anonymous,EN,Yes,"42.27261499191962,-83.74095258203124",845,0,October,2017,September,2018,September,August,Prime Student Housing,"Water,Wifi,Parking",,Definitely not,Yes,Yes,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,,Once or twice a month,Once or twice a semester,Strongly Agree,Disagree,,Agree,,,,,8,No,,Strongly disagree,Strongly Agree,Strongly Agree,21,Undergraduate,Senior,LSA,White,No,Female,,Heterosexual,,"$200,000 or more",I am mostly financially independent (I am responsible for more than 50% of my finances),ammondga,,,,,,,
